Player 1,Player 2,Player 3,Player 4,,,,
19,14,32,32,3,4,1,1
21,16,22,19,2,4,1,3
15,18,20,19,4,3,1,2
14,21,20,20,4,1,2,2
18,18,16,22,2,2,4,1
13,17,13,17,3,1,3,1
20,21,20,22,3,2,3,1
16,18,18,15,3,1,1,4
19,22,21,16,3,1,2,4
25,21,18,21,1,2,4,2
21,18,19,25,2,4,3,1
10,15,18,14,4,2,1,3
17,18,12,32,3,2,4,1
32,17,14,31,1,3,4,2
12,13,12,11,2,1,2,4
18,17,20,16,2,3,1,4
16,15,17,14,2,3,1,4
15,25,17,21,4,1,3,2
24,27,25,21,3,1,2,4
23,20,22,23,1,4,3,1
20,22,20,19,2,1,2,4
11,11,13,12,3,3,1,2
16,27,13,30,3,2,4,1
16,32,13,26,3,1,4,2
16,30,12,24,3,1,4,2
16,16,14,13,1,1,3,4
18,20,18,19,3,1,3,2
21,19,21,21,1,4,1,1
15,17,15,18,3,2,3,1
21,22,19,20,2,1,4,3
18,24,30,28,4,3,1,2
30,14,23,29,1,4,3,2
23,22,30,28,3,4,1,2
20,16,25,23,3,4,1,2
15,17,18,18,4,3,1,1
19,19,19,14,1,1,1,4
12,14,13,14,4,1,3,1
11,12,18,26,4,3,2,1
20,24,16,26,3,2,4,1
11,11,11,9,1,1,1,4
23,26,16,29,3,2,4,1
28,21,21,31,2,3,3,1
26,21,26,27,2,4,2,1
19,30,17,30,3,1,4,1
25,24,21,28,2,3,4,1
17,15,17,17,1,4,1,1
17,16,17,17,1,4,1,1
19,21,25,21,4,2,1,2
19,22,16,20,3,1,4,2
15,21,15,15,2,1,2,2
11,10,12,11,2,4,1,2
19,20,19,32,3,2,3,1
30,31,23,32,3,2,4,1
16,20,17,22,4,2,3,1
22,22,19,19,1,1,3,3
15,21,30,29,4,3,1,2
13,13,15,13,2,2,1,2
18,16,15,14,1,2,3,4
22,23,18,22,2,1,4,2
17,15,17,13,1,3,1,4
16,15,14,16,1,3,4,1
19,20,17,20,3,1,4,1
15,21,18,21,4,1,3,1
26,19,16,32,2,3,4,1
24,9,12,28,2,4,3,1
23,18,19,26,2,4,3,1
18,14,26,32,3,4,2,1
11,23,13,32,4,2,3,1
23,22,19,23,1,3,4,1
19,22,21,23,4,2,3,1
16,16,16,16,1,1,1,1
16,17,16,20,3,2,3,1
23,17,20,22,1,4,3,2
15,16,14,15,2,1,4,2
23,19,13,20,1,3,4,2
19,16,20,18,2,4,1,3
26,23,26,22,1,3,1,4
16,18,16,32,3,2,3,1
19,18,21,21,3,4,1,1
18,21,11,23,3,2,4,1
8,9,8,8,2,1,2,2
19,26,27,20,4,2,1,3
19,17,17,17,1,2,2,2
18,14,25,29,3,4,2,1
19,11,28,28,3,4,1,1
27,27,23,27,1,1,4,1
25,19,19,30,2,3,3,1
12,14,14,13,4,1,1,3
12,19,19,18,4,1,1,3
25,22,21,22,1,2,4,2
13,16,19,16,4,2,1,2
12,14,13,13,4,1,2,2
17,20,19,23,4,2,3,1
20,27,20,22,3,1,3,2
13,11,11,12,1,3,3,2
13,14,20,15,4,3,1,2
20,19,19,31,2,3,3,1
18,21,20,31,4,2,3,1
16,15,16,15,1,3,1,3
21,26,17,26,3,1,4,1
18.4,18.93,18.36,21.48,2.51,2.3,2.46,1.88
